feature.name,GeneSymbol,uniprotID,effect,chrom,featureType,Function
gasAcul06922-RA,B3GAT1,O35789,intergenerational,Gy_chrI,intergenic,"FUNCTION: Involved in the biosynthesis of L2/HNK-1 carbohydrate epitope on glycoproteins. Can also play a role in glycosaminoglycan biosynthesis. Substrates include asialo-orosomucoid (ASOR), asialo-fetuin, and asialo-neural cell adhesion molecule. Requires sphingomyelin for activity: stearoyl-sphingomyelin was the most effective, followed by palmitoyl-sphingomyelin and lignoceroyl-sphingomyelin. Activity was demonstrated only for sphingomyelin with a saturated fatty acid and not for that with an unsaturated fatty acid, regardless of the length of the acyl group. {ECO:0000269|PubMed:19181664, ECO:0000269|PubMed:9804790}."
gasAcul06922-RA,B3GAT1,O35789,intergenerational,Gy_chrI,intergenic,"FUNCTION: Involved in the biosynthesis of L2/HNK-1 carbohydrate epitope on glycoproteins. Can also play a role in glycosaminoglycan biosynthesis. Substrates include asialo-orosomucoid (ASOR), asialo-fetuin, and asialo-neural cell adhesion molecule. Requires sphingomyelin for activity: stearoyl-sphingomyelin was the most effective, followed by palmitoyl-sphingomyelin and lignoceroyl-sphingomyelin. Activity was demonstrated only for sphingomyelin with a saturated fatty acid and not for that with an unsaturated fatty acid, regardless of the length of the acyl group. {ECO:0000269|PubMed:19181664, ECO:0000269|PubMed:9804790}."
gasAcul06922-RA,B3GAT1,O35789,intergenerational,Gy_chrI,intergenic,"FUNCTION: Involved in the biosynthesis of L2/HNK-1 carbohydrate epitope on glycoproteins. Can also play a role in glycosaminoglycan biosynthesis. Substrates include asialo-orosomucoid (ASOR), asialo-fetuin, and asialo-neural cell adhesion molecule. Requires sphingomyelin for activity: stearoyl-sphingomyelin was the most effective, followed by palmitoyl-sphingomyelin and lignoceroyl-sphingomyelin. Activity was demonstrated only for sphingomyelin with a saturated fatty acid and not for that with an unsaturated fatty acid, regardless of the length of the acyl group. {ECO:0000269|PubMed:19181664, ECO:0000269|PubMed:9804790}."
gasAcul06772-RA,sst1,P01169,intergenerational,Gy_chrI,intergenic,FUNCTION: Somatostatin inhibits the release of somatotropin.
gasAcul07005-RA,sphkap,P0C6C0,infection_induced,Gy_chrI,intergenic,FUNCTION: Anchoring protein that binds preferentially to the type I regulatory subunit of c-AMP-dependent protein kinase (PKA type I) and targets it to distinct subcellular compartments. May act as a converging factor linking cAMP and sphingosine signaling pathways. Plays a regulatory role in the modulation of SPHK1 (By similarity). {ECO:0000250}.
gasAcul07005-RA,sphkap,P0C6C0,infection_induced,Gy_chrI,exons,FUNCTION: Anchoring protein that binds preferentially to the type I regulatory subunit of c-AMP-dependent protein kinase (PKA type I) and targets it to distinct subcellular compartments. May act as a converging factor linking cAMP and sphingosine signaling pathways. Plays a regulatory role in the modulation of SPHK1 (By similarity). {ECO:0000250}.
gasAcul06790-RA,NA,NA,intergenerational,Gy_chrI,promoters,NA
gasAcul06790-RA,NA,NA,intergenerational,Gy_chrI,promoters,NA
gasAcul07089-RA,SCARF1,Q14162,infection_induced,Gy_chrI,exons,"FUNCTION: Mediates the binding and degradation of acetylated low density lipoprotein (Ac-LDL). Mediates heterophilic interactions, suggesting a function as adhesion protein. Plays a role in the regulation of neurite-like outgrowth (By similarity). {ECO:0000250}."
gasAcul08253-RA,plekha7,B6RSP1,infection_induced,Gy_chrII,intergenic,FUNCTION: Required for zonula adherens biogenesis and maintenance. {ECO:0000250}.
gasAcul08254-RA,SOX6,A0A0G2JTZ2,infection_induced,Gy_chrII,exons,"FUNCTION: Transcription factor that plays a key role in several developmental processes, including neurogenesis, chondrocytes differentiation and cartilage formation (By similarity). Specifically binds the 5'-AACAAT-3' DNA motif present in enhancers and super-enhancers and promotes expression of genes important for chondrogenesis (By similarity). Required for overt chondrogenesis when condensed prechondrocytes differentiate into early stage chondrocytes: SOX5 and SOX6 cooperatively bind with SOX9 on active enhancers and super-enhancers associated with cartilage-specific genes, and thereby potentiate SOX9's ability to transactivate (PubMed:26150426). Not involved in precartilaginous condensation, the first step in chondrogenesis, during which skeletal progenitors differentiate into prechondrocytes (By similarity). Together with SOX5, required to form and maintain a pool of highly proliferating chondroblasts between epiphyses and metaphyses, to form columnar chondroblasts, delay chondrocyte prehypertrophy but promote hypertrophy, and to delay terminal differentiation of chondrocytes on contact with ossification fronts (By similarity). Binds to the proximal promoter region of the myelin protein MPZ gene, and is thereby involved in the differentiation of oligodendroglia in the developing spinal tube (By similarity). Binds to the gene promoter of MBP and acts as a transcriptional repressor (By similarity). {ECO:0000250|UniProtKB:P40645, ECO:0000269|PubMed:26150426}."
gasAcul08270-RA,DENND5A,G3V7Q0,intergenerational,Gy_chrII,introns,"FUNCTION: Guanine nucleotide exchange factor (GEF) which may activate RAB6A and RAB39A and/or RAB39B. Promotes the exchange of GDP to GTP, converting inactive GDP-bound Rab proteins into their active GTP-bound form (By similarity). Involved in the negative regulation of neurite outgrowth (PubMed:27866705). {ECO:0000250|UniProtKB:Q6IQ26, ECO:0000269|PubMed:27866705}."
gasAcul08276-RA,Ampd3,O08739,infection_induced,Gy_chrII,intergenic,FUNCTION: AMP deaminase plays a critical role in energy metabolism. {ECO:0000305|PubMed:9133604}.
gasAcul08276-RA,Ampd3,O08739,infection_induced,Gy_chrII,intergenic,FUNCTION: AMP deaminase plays a critical role in energy metabolism. {ECO:0000305|PubMed:9133604}.
gasAcul08328-RA,Ripor1,Q4FZU8,intergenerational,Gy_chrII,exons,"FUNCTION: Downstream effector protein for Rho-type small GTPases that plays a role in cell polarity and directional migration. Acts as an adapter protein, linking active Rho proteins to STK24 and STK26 kinases, and hence positively regulates Golgi reorientation in polarized cell migration upon Rho activation. Involved in the subcellular relocation of STK26 from the Golgi to cytoplasm punctae in a Rho- and PDCD10-dependent manner upon serum stimulation. {ECO:0000250|UniProtKB:Q6ZS17}."
gasAcul08434-RA,GALNT2,Q10471,infection_induced,Gy_chrII,intergenic,"FUNCTION: Catalyzes the initial reaction in O-linked oligosaccharide biosynthesis, the transfer of an N-acetyl-D-galactosamine residue to a serine or threonine residue on the protein receptor. Has a broad spectrum of substrates for peptides such as EA2, Muc5AC, Muc1a, Muc1b. Probably involved in O-linked glycosylation of the immunoglobulin A1 (IgA1) hinge region. Involved in O-linked glycosylation of APOC-III, ANGPTL3 and PLTP. It participates in the regulation of HDL-C metabolism (PubMed:27508872, PubMed:32293671). {ECO:0000269|PubMed:12438318, ECO:0000269|PubMed:16434399, ECO:0000269|PubMed:25939779, ECO:0000269|PubMed:27508872, ECO:0000269|PubMed:32293671, ECO:0000269|PubMed:7592619, ECO:0000269|PubMed:9295285}."
gasAcul08484-RA,TMEM266,Q2M3C6,intergenerational,Gy_chrII,exons,"FUNCTION: Voltage-sensor protein present on the post-synaptic side of glutamatergic mossy fibers and granule cells in the cerebellum (PubMed:25165868, PubMed:30810529). Despite the presence of a voltage-sensor segment, does not form a functional ion channel and its precise role remains unclear (PubMed:25165868, PubMed:30810529). Undergoes both rapid and slow structural rearrangements in response to changes in voltage (PubMed:30810529). Contains a zinc-binding site that can regulate the slow conformational transition (PubMed:30810529). {ECO:0000269|PubMed:25165868, ECO:0000269|PubMed:30810529}."
gasAcul08499-RA,ZNF710,Q3U288,infection_induced,Gy_chrII,intergenic,FUNCTION: May be involved in transcriptional regulation.
gasAcul08532-RA,NA,NA,intergenerational,Gy_chrII,introns,NA
gasAcul07976-RA,ZNF536,O15090,intergenerational,Gy_chrII,intergenic,"FUNCTION: Transcriptional repressor that negatively regulates neuron differentiation by repressing retinoic acid-induced gene transcription (PubMed:19398580). Binds and interrupts RARA from binding to retinoic acid response elements (RARE) composed of tandem 5'-AGGTCA-3' sites known as DR1-DR5 (PubMed:19398580). Recognizes and binds 2 copies of the core DNA sequence 5'-CCCCCA-3' (PubMed:14621294). {ECO:0000269|PubMed:14621294, ECO:0000269|PubMed:19398580}."
gasAcul08547-RA,Fto,F1PLN3,infection_induced,Gy_chrII,intergenic,"FUNCTION: RNA demethylase that mediates oxidative demethylation of different RNA species, such as mRNAs, tRNAs and snRNAs, and acts as a regulator of fat mass, adipogenesis and energy homeostasis. Specifically demethylates N(6)-methyladenosine (m6A) RNA, the most prevalent internal modification of messenger RNA (mRNA) in higher eukaryotes. M6A demethylation by FTO affects mRNA expression and stability. Also able to demethylate m6A in U6 small nuclear RNA (snRNA). Mediates demethylation of N(6),2'-O-dimethyladenosine cap (m6A(m)), by demethylating the N(6)-methyladenosine at the second transcribed position of mRNAs and U6 snRNA. Demethylation of m6A(m) in the 5'-cap by FTO affects mRNA stability by promoting susceptibility to decapping. Also acts as a tRNA demethylase by removing N(1)-methyladenine from various tRNAs. Has no activity towards 1-methylguanine. Has no detectable activity towards double-stranded DNA. Also able to repair alkylated DNA and RNA by oxidative demethylation: demethylates single-stranded RNA containing 3-methyluracil, single-stranded DNA containing 3-methylthymine and has low demethylase activity towards single-stranded DNA containing 1-methyladenine or 3-methylcytosine. Ability to repair alkylated DNA and RNA is however unsure in vivo. Involved in the regulation of fat mass, adipogenesis and body weight, thereby contributing to the regulation of body size and body fat accumulation. Involved in the regulation of thermogenesis and the control of adipocyte differentiation into brown or white fat cells. Regulates activity of the dopaminergic midbrain circuitry via its ability to demethylate m6A in mRNAs. Plays an oncogenic role in a number of acute myeloid leukemias by enhancing leukemic oncogene-mediated cell transformation: acts by mediating m6A demethylation of target transcripts such as MYC, CEBPA, ASB2 and RARA, leading to promote their expression. {ECO:0000250|UniProtKB:Q8BGW1, ECO:0000250|UniProtKB:Q9C0B1}."
gasAcul08559-RA,cnep1r1,Q3UJ81,infection_induced,Gy_chrII,exons,FUNCTION: Forms with the serine/threonine protein phosphatase CTDNEP1 an active complex which dephosphorylates and may activate LPIN1 and LPIN2. LPIN1 and LPIN2 are phosphatidate phosphatases that catalyze the conversion of phosphatidic acid to diacylglycerol and control the metabolism of fatty acids at different levels. May indirectly modulate the lipid composition of nuclear and/or endoplasmic reticulum membranes and be required for proper nuclear membrane morphology and/or dynamics. May also indirectly regulate the production of lipid droplets and triacylglycerol (By similarity). {ECO:0000250}.
gasAcul08593-RA,PIAS1,O75925,infection_induced,Gy_chrII,promoters,"FUNCTION: Functions as an E3-type small ubiquitin-like modifier (SUMO) ligase, stabilizing the interaction between UBE2I and the substrate, and as a SUMO-tethering factor (PubMed:11583632, PubMed:11867732, PubMed:14500712, PubMed:21965678, PubMed:36050397). Catalyzes sumoylation of various proteins, such as CEBPB, MRE11, MTA1, PTK2 and PML (PubMed:11583632, PubMed:11867732, PubMed:14500712, PubMed:21965678, PubMed:36050397). Plays a crucial role as a transcriptional coregulation in various cellular pathways, including the STAT pathway, the p53 pathway and the steroid hormone signaling pathway (PubMed:11583632, PubMed:11867732). In vitro, binds A/T-rich DNA (PubMed:15133049). The effects of this transcriptional coregulation, transactivation or silencing, may vary depending upon the biological context (PubMed:11583632, PubMed:11867732, PubMed:14500712, PubMed:21965678, PubMed:36050397). Mediates sumoylation of MRE11, stabilizing MRE11 on chromatin during end resection (PubMed:36050397). Sumoylates PML (at 'Lys-65' and 'Lys-160') and PML-RAR and promotes their ubiquitin-mediated degradation (By similarity). PIAS1-mediated sumoylation of PML promotes its interaction with CSNK2A1/CK2 which in turn promotes PML phosphorylation and degradation (By similarity). Enhances the sumoylation of MTA1 and may participate in its paralog-selective sumoylation (PubMed:21965678). Plays a dynamic role in adipogenesis by promoting the SUMOylation and degradation of CEBPB (By similarity). Mediates the nuclear mobility and localization of MSX1 to the nuclear periphery, whereby MSX1 is brought into the proximity of target myoblast differentiation factor genes (By similarity). Also required for the binding of MSX1 to the core enhancer region in target gene promoter regions, independent of its sumoylation activity (By similarity). Capable of binding to the core enhancer region TAAT box in the MYOD1 gene promoter (By similarity). {ECO:0000250|UniProtKB:O88907, ECO:0000269|PubMed:11583632, ECO:0000269|PubMed:11867732, ECO:0000269|PubMed:14500712, ECO:0000269|PubMed:15133049, ECO:0000269|PubMed:21965678, ECO:0000269|PubMed:36050397}.; FUNCTION: (Microbial infection) Restricts Epstein-Barr virus (EBV) lytic replication by acting as an inhibitor for transcription factors involved in lytic gene expression (PubMed:29262325). The virus can use apoptotic caspases to antagonize PIAS1-mediated restriction and express its lytic genes (PubMed:29262325). {ECO:0000269|PubMed:29262325}."
